,Date,Low,Open,Volume,High,Close,Adjusted Close,SYMBOL
0,01-06-1972,0.8029929995536804,0.0,2458771,0.8153460025787354,0.8153460025787354,0.18390604853630066,PFE
1,02-06-1972,0.8029929995536804,0.8153460025787354,1613885,0.8178169727325441,0.8054630160331726,0.1816769540309906,PFE
2,05-06-1972,0.7980509996414185,0.8054630160331726,2585251,0.8079339861869812,0.8029929995536804,0.18111982941627505,PFE
3,06-06-1972,0.8005220293998718,0.8029929995536804,2347469,0.8252289891242981,0.8202880024909973,0.18502070009708405,PFE
4,07-06-1972,0.8079339861869812,0.8202880024909973,1032077,0.8202880024909973,0.8202880024909973,0.18502070009708405,PFE
5,08-06-1972,0.8153460025787354,0.8202880024909973,1067491,0.8227589726448059,0.8153460025787354,0.18390604853630066,PFE
6,09-06-1972,0.8153460025787354,0.8153460025787354,1563293,0.8227589726448059,0.8202880024909973,0.18502070009708405,PFE
7,12-06-1972,0.8202880024909973,0.8202880024909973,1942733,0.8351119756698608,0.8227589726448059,0.18557800352573395,PFE
8,13-06-1972,0.8178169727325441,0.8227589726448059,2175456,0.8351119756698608,0.8301709890365601,0.1872498244047165,PFE
9,14-06-1972,0.8252289891242981,0.8301709890365601,2069213,0.8351119756698608,0.8301709890365601,0.1872498244047165,PFE
10,15-06-1972,0.8202880024909973,0.8301709890365601,2726909,0.8375830054283142,0.8202880024909973,0.18502070009708405,PFE
11,16-06-1972,0.8104050159454346,0.8202880024909973,2398061,0.8351119756698608,0.8351119756698608,0.1883644163608551,PFE
12,19-06-1972,0.8326420187950134,0.8351119756698608,1694832,0.8449950218200684,0.8449950218200684,0.19059370458126068,PFE
13,20-06-1972,0.8400539755821228,0.8449950218200684,2332291,0.8499370217323303,0.8499370217323303,0.1917082816362381,PFE
14,21-06-1972,0.8400539755821228,0.8499370217323303,2038858,0.8548780083656311,0.8400539755821228,0.18947909772396088,PFE
15,22-06-1972,0.8326420187950134,0.8400539755821228,2438534,0.8474659919738771,0.8425250053405762,0.1900363713502884,PFE
16,23-06-1972,0.8202880024909973,0.8425250053405762,1482346,0.8449950218200684,0.8400539755821228,0.18947909772396088,PFE
17,26-06-1972,0.8202880024909973,0.8400539755821228,1618944,0.8400539755821228,0.8301709890365601,0.1872498244047165,PFE
18,27-06-1972,0.8202880024909973,0.8301709890365601,2048976,0.8375830054283142,0.8301709890365601,0.1872498244047165,PFE
19,28-06-1972,0.8178169727325441,0.8277000188827515,1315392,0.8277000188827515,0.8227589726448059,0.18557800352573395,PFE
20,29-06-1972,0.8178169727325441,0.8227589726448059,1118083,0.8351119756698608,0.8351119756698608,0.1883644163608551,PFE
21,30-06-1972,0.8326420187950134,0.8351119756698608,2924218,0.8499370217323303,0.8375830054283142,0.1889217644929886,PFE
22,03-07-1972,0.8301709890365601,0.8375830054283142,824650,0.8449950218200684,0.8400539755821228,0.18947909772396088,PFE
23,05-07-1972,0.8449950218200684,0.8449950218200684,2903981,0.8647609949111938,0.8548780083656311,0.1928227096796036,PFE
24,06-07-1972,0.8622900247573853,0.8622900247573853,3895584,0.8746439814567566,0.872173011302948,0.1967238485813141,PFE
25,07-07-1972,0.8672320246696472,0.872173011302948,2119805,0.8845270276069641,0.8845270276069641,0.19951029121875766,PFE
26,10-07-1972,0.8820559978485107,0.8845270276069641,3091171,0.8968809843063354,0.8869979977607727,0.20006757974624634,PFE
27,11-07-1972,0.8869979977607727,0.8869979977607727,2185574,0.8968809843063354,0.8869979977607727,0.20006757974624634,PFE
28,12-07-1972,0.8845270276069641,0.8869979977607727,2696554,0.8968809843063354,0.8894690275192261,0.20062503218650815,PFE
29,13-07-1972,0.8598200082778931,0.8845270276069641,1113024,0.8845270276069641,0.8647609949111938,0.1950518935918808,PFE
30,14-07-1972,0.8622900247573853,0.8647609949111938,1583530,0.8894690275192261,0.8845270276069641,0.19951029121875766,PFE
31,17-07-1972,0.8622900247573853,0.8845270276069641,819590,0.8894690275192261,0.87711501121521,0.1978384405374527,PFE
32,18-07-1972,0.8425250053405762,0.8746439814567566,1527878,0.8746439814567566,0.8672320246696472,0.19560928642749786,PFE
33,19-07-1972,0.8598200082778931,0.8672320246696472,2145101,0.8795859813690186,0.872173011302948,0.1967238485813141,PFE
34,20-07-1972,0.8573489785194397,0.872173011302948,1492464,0.87711501121521,0.8598200082778931,0.19393743574619293,PFE
35,21-07-1972,0.8499370217323303,0.8598200082778931,956189,0.8647609949111938,0.8647609949111938,0.1950518935918808,PFE
36,24-07-1972,0.8351119756698608,0.8647609949111938,9733901,0.8647609949111938,0.8449950218200684,0.19059370458126068,PFE
37,25-07-1972,0.8474659919738771,0.8474659919738771,2696554,0.8672320246696472,0.8598200082778931,0.19393743574619293,PFE
38,26-07-1972,0.8548780083656311,0.8598200082778931,1355866,0.8647609949111938,0.8548780083656311,0.1928227096796036,PFE
39,27-07-1972,0.8499370217323303,0.8548780083656311,1133261,0.8573489785194397,0.8499370217323303,0.1917082816362381,PFE
40,28-07-1972,0.8524069786071777,0.8524069786071777,1128202,0.8573489785194397,0.8573489785194397,0.19338010251522064,PFE
41,31-07-1972,0.8499370217323303,0.8573489785194397,2043917,0.8573489785194397,0.8499370217323303,0.1917082816362381,PFE
42,01-08-1972,0.8499370217323303,0.8499370217323303,1806134,0.8697029948234558,0.8672320246696472,0.19560928642749786,PFE
43,02-08-1972,0.8697029948234558,0.8697029948234558,3020342,0.8820559978485107,0.8795859813690186,0.19839578866958615,PFE
44,03-08-1972,0.8622900247573853,0.8795859813690186,1305274,0.8820559978485107,0.8672320246696472,0.19560928642749786,PFE
45,04-08-1972,0.8598200082778931,0.8672320246696472,2145101,0.87711501121521,0.872173011302948,0.1967238485813141,PFE
46,07-08-1972,0.8622900247573853,0.872173011302948,1962970,0.8746439814567566,0.8746439814567566,0.1972811371088028,PFE
47,08-08-1972,0.8697029948234558,0.8746439814567566,2403120,0.8795859813690186,0.8746439814567566,0.1972811371088028,PFE
48,09-08-1972,0.8697029948234558,0.8746439814567566,2479008,0.87711501121521,0.87711501121521,0.1978384405374527,PFE
49,10-08-1972,0.872173011302948,0.87711501121521,1163616,0.8869979977607727,0.8869979977607727,0.20006757974624634,PFE
50,11-08-1972,0.8820559978485107,0.8869979977607727,3162000,0.9042930006980896,0.9042930006980896,0.20396853983402247,PFE
51,14-08-1972,0.8968809843063354,0.9042930006980896,3313776,0.9092350006103516,0.9042930006980896,0.20396853983402247,PFE
52,15-08-1972,0.8944100141525269,0.9042930006980896,1254682,0.9042930006980896,0.8993520140647888,0.2028542011976242,PFE
53,16-08-1972,0.8869979977607727,0.8993520140647888,1532938,0.9042930006980896,0.8944100141525269,0.20173950493335724,PFE
54,17-08-1972,0.8919389843940735,0.8944100141525269,2726909,0.9067639708518982,0.8968809843063354,0.2022967636585236,PFE
55,18-08-1972,0.8795859813690186,0.8944100141525269,3050698,0.8944100141525269,0.8795859813690186,0.19839578866958615,PFE
56,21-08-1972,0.8672320246696472,0.8795859813690186,1295155,0.8845270276069641,0.8795859813690186,0.19839578866958615,PFE
57,22-08-1972,0.8697029948234558,0.8795859813690186,1431754,0.8894690275192261,0.8746439814567566,0.1972811371088028,PFE
58,23-08-1972,0.8622900247573853,0.8746439814567566,1654358,0.8845270276069641,0.8697029948234558,0.19616658985614774,PFE
59,24-08-1972,0.8499370217323303,0.8697029948234558,2155219,0.872173011302948,0.8647609949111938,0.1950518935918808,PFE
60,25-08-1972,0.8499370217323303,0.8647609949111938,2823034,0.8697029948234558,0.8548780083656311,0.1928227096796036,PFE
61,28-08-1972,0.8474659919738771,0.8548780083656311,1436813,0.8622900247573853,0.8524069786071777,0.19226539134979248,PFE
62,29-08-1972,0.8474659919738771,0.8524069786071777,2140042,0.8622900247573853,0.8573489785194397,0.19410042464733124,PFE
63,30-08-1972,0.8474659919738771,0.8573489785194397,2231107,0.8573489785194397,0.8524069786071777,0.1929815858602524,PFE
64,31-08-1972,0.8400539755821228,0.8524069786071777,2190634,0.8548780083656311,0.8449950218200684,0.19130347669124606,PFE
65,01-09-1972,0.8351119756698608,0.8449950218200684,4877069,0.8474659919738771,0.8474659919738771,0.19186283648014069,PFE
66,05-09-1972,0.8425250053405762,0.8474659919738771,991603,0.8499370217323303,0.8499370217323303,0.19242237508296967,PFE
67,06-09-1972,0.8227589726448059,0.8474659919738771,1917437,0.8474659919738771,0.8277000188827515,0.18738801777362826,PFE
68,07-09-1972,0.8005220293998718,0.8277000188827515,3075994,0.8301709890365601,0.8029929995536804,0.18179428577423096,PFE
69,08-09-1972,0.8029929995536804,0.8029929995536804,1780838,0.8227589726448059,0.8153460025787354,0.1845908910036087,PFE
70,11-09-1972,0.8054630160331726,0.8153460025787354,1391280,0.8178169727325441,0.8104050159454346,0.18347233533859253,PFE
